sii_id,codigo,fecha,corte,instancia,resumen
2835,GR-18-00072-2015,2016-01-25,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,"ARTÍCULOS 12, 63 Y 200 INCISO 1° DEL CÓDIGO TRIBUTARIO"
2837,29-2014,2014-10-29,Corte de Apelaciones,Corte de Apelaciones de Concepción,DFL N° 2 Del Año 1998 – Artículo 2
2838,27330-2014,2016-04-05,Corte Suprema,Corte Suprema,ARTÍCULO 59 DEL CÓDIGO TRIBUTARIO
2841,58-2015,2015-09-03,Corte de Apelaciones,Corte de Apelaciones de Temuco,LEY N° 18.320
2843,GR-04-00003-2012,2012-05-29,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Atacama,Código Tributario – Artículo 124
2845,4524-2013,2014-01-20,Corte Suprema,Corte Suprema,ARTÍCULO 126 N° 3 DEL CÓDIGO TRIBUTARIO Y ARTÍCULO 6 DE LA LEY N° 19.030
2847,1856-2014,2015-06-16,Corte de Apelaciones,Corte de Apelaciones de Santiago,CÓDIGO TRIBUTARIO – ARTÍCULO 97 N° 4
2850,ES-11-00009-2013,2013-05-06,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,Código Tributario – Artículo 97 N° 10
2853,8392-2009,2012-01-18,Corte Suprema,Corte Suprema,Ley sobre Impuesto a la Renta – Artículo 18
2854,8751-2009,2012-03-13,Corte Suprema,Corte Suprema,Código de Procedimiento Civil – Artículo 189 inciso 1º y 3º
2865,639-2013,2013-06-27,Corte de Apelaciones,Corte de Apelaciones de Concepción,Constitución Política de la República – Artículo 19 Nos 2 y 24
2872,DESCONOCIDO 3312,2012-07-12,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,Código Tributario – Artículos 21 y 132 – Ley sobre Impuesto a la Renta – Artículos 21 y 33 N° 1
2877,GR-12-00099-2013,2015-04-30,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,CONSTITUCIÓN POLÍTICA DE LA REPÚBLICA - ARTÍCULO 38 INCISO 2° - CÓDIGO DE PROCEDEIMIENTO CIVIL – ARTÍCULO 3
2885,GR-08-00005-2012,2012-05-31,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Código Tributario – Artículos 24, 25 y 201 – Ley sobre Impuesto a la Renta – Artículos 21 y 54 N° 1"
2887,79-2014,2015-05-05,Corte de Apelaciones,Corte de Apelaciones de Concepción,DECRETO LEY N° 910 – ARTÍCULO 21
2889,ES-07-00012-2012,2012-12-07,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,Código Tributario – Artículo 97 N° 6
2902,GR-10-00046-2015,2015-12-23,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,ARTÍCULO 70 DE LA LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULOS 17 INCISO 2° Y 21 DEL CÓDIGO TRIBUTARIO
2904,GR-10-00046-2012,2013-06-13,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,"Ley sobre Impuesto a la Renta – Artículo 31 N° 3 – Código Tributario – Artículos 21, 59, 60 y 63 – Ley sobre Bases de los Procedimientos Administrativos – Artículo 65"
2907,GS-17-00164-2015,2015-10-13,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,ARTÍCULO 97 N°5 DEL CÓDIGO TRIBUTARIO
2910,2518-2011,2012-11-28,Corte Suprema,Corte Suprema,Ley sobre Impuesto a la Renta – Artículo 64 bis
2913,10-2014,2014-11-27,Corte de Apelaciones,Corte de Apelaciones de Valdivia,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 33 BIS
2914,90849-2015,2015-12-29,Corte de Apelaciones,Corte de Apelaciones de Santiago,ARTÍCULO 116 DEL CÓDIGO TRIBUTARIO – ARTÍCULO 53 DEL CÓDIGO TRIBUTARIO
2918,DESCONOCIDO 3280,2012-06-01,Corte Suprema,Corte Suprema,Código Tributario – Artículo 112
2925,GR-08-00052-2012,2012-12-11,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Ley sobre Impuesto a la Renta – Artículos 23 N° 1, 52, 53"
2927,GR-08-00052-2011,2012-06-21,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Código Tributario – Artículos 17, 18, 21 y 132 – Ley sobre Impuesto a la Renta – Artículos 21 y 31"
2936,GR-06-000020-2014,2014-12-01,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,LEY 19.880 – ARTÍCULO 41 INCISO 4°
2943,GR-06-00052-2012,2013-04-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,Ley N° 18.320 – Artículo único – Código Tributario – Artículo 200 – Ley sobre Impuesto a las Ventas y Servicios – Artículo 23 N° 5
2954,8974-2009,2012-06-26,Corte Suprema,Corte Suprema,Ley sobre Impuesto a la Renta – Artículo 57 bis letra A) N° 1
2955,GR-19-00011-2013,2014-02-20,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Libertador General Bernardo O`Higgins,ARTÍCULO 31 DE LA LEY DE IMPUESTO A LA RENTA
2959,72-2014,2015-04-01,Corte de Apelaciones,Corte de Apelaciones de Concepción,CÓDIGO TRIBUTARIO – ARTÍCULO 97 N° 10 – ARTÍCULO 86
2961,VD-08-00059-2012,2012-09-25,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Código Tributario – Artículos 155 y siguientes – Constitución Política de la República – Artículo 19 Nos 21, 22 y 24"
2962,GR-15-00062-2014,2014-11-28,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,CÓDIGO TRIBUTARIO – AERTÍCULO 126 N° 1
2964,GR-01-00003-2011,2015-08-07,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Valparaíso,ARTÍCULOS 11 INCISO 2° Y 41 DE LA LEY N° 19.880
2969,VD-01-00004-2013,2013-05-02,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Arica y Parinacota,Constitución Política de la República – Artículo 19 Nos 21 y 24 – Código Tributario – Artículo 155
2971,ES-06-000013-2012,2012-05-29,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,Código Tributario – Artículo 97 N° 10 – Ley sobre Impuesto a las Ventas y Servicios – Artículo 52 y 54 – Decreto Supremo N° 55 – Artículo 69
2974,24719-2014,2016-01-18,Corte Suprema,Corte Suprema,ARTÍCULO 28 DEL CÓDIGO TRIBUTARIO – ARTÍCULO 31 DE LA LEY SOBRE IMPUESTO A LA RENTA
2977,GR-07-00034-2012,2013-04-20,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,"Decreto Ley N° 910, de 1975 – Artículo 21"
2982,1-2018,2018-02-02,Corte de Apelaciones,Corte de Apelaciones de Arica,Enajenación de cuotas o porcentajes de un predio de mayor cabida – Habitualidad – Artículo 17 N° 8 letra b) de la Ley sobre Impuesto a la Renta
2984,31993-2014,2015-09-03,Corte Suprema,Corte Suprema,ARTÍCULO 5° DEL D.F.L. N° 2 DEL AÑO 1998 SOBRE SUBVENCIONES A ESTABLECIMIENTOS EDUCACIONALES
2986,1414-2012,2012-04-27,Corte Suprema,Corte Suprema,Código Tributario – Artículos 21 y 200
2994,AB-12-00058-2013,2014-02-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,ARTICULO 149 N° 2 DEL CÓDIGO TRIBUTARIO – ARTÍCULO N° 8 DE LA LEY 17.235 SOBRE IMPUESTO TERRITORIAL
3000,174-2015,2015-10-23,Corte de Apelaciones,Corte de Apelaciones de Santiago,"ARTÍCULOS 3°, 4°, 70 Y 71 DE LA LEY SOBRE IMPUESTO A LA RENTA"
3002,GR-10-00121-2014,2015-06-18,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,CÓDIGO TRIBUTARIO – ARTÍCULO 26
3004,GS-02-00069-2011,2012-02-07,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,"Código Tributario – Artículos 53, 97 N° 4 y 11, Artículos 109, 161 y 162"
3005,GR-00201-2014,2014-11-28,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 41 B N° 4
3010,GR-11-00038-2013,2014-01-16,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,ARTÍCULO 6 LETRA B) N°S 3 Y 4 Y ARTÍCULO 192 DEL CÓDIGO TRIBUTARIO
3012,23544-2014,2015-08-18,Corte Suprema,Corte Suprema,ARTÍCULOS 63 Y 200 DEL CÓDIGO TRIBUTARIO.
3015,15-2015,2015-06-30,Corte de Apelaciones,Corte de Apelaciones de La Serena,ARTÍCULO 97 N° 10 DEL CÓDIGO TRIBUTARIO
3020,862-2015,2015-06-19,Corte de Apelaciones,Corte de Apelaciones de Rancagua,LEY SOBRE VENTAS Y SERVICIOS – ARTÍCULO 62 INCISO 2° - CÓDIGO TRIBUTARIO – ARTÍCULO 97 N° 7
3026,GS-08-00043-2012,2013-03-18,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 97 N° 4 inciso 2°
3038,GR-17-00012-2014,2015-01-21,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,LEY SOBRE IMPUESTO A AL RENTA – ARTÍCULO 84
3042,12-2014,2015-02-19,Corte de Apelaciones,Corte de Apelaciones de Puerto Montt,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 33 N° 2 LETRA B)
3044,GR-01-00007-2011,2012-12-26,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Arica y Parinacota,"Código Tributario – Artículos 115 y 148 – Ley N° 17.235, sobre Impuesto Territorial – Código de Procedimiento Civil – artículo 84"
3045,8029-2013,2014-07-07,Corte Suprema,Corte Suprema,"ARTÍCULO 52, 54 N° 1 Y 70 DE LA LEY SOBRE IMPUESTO A LA RENTA - ARTÍCULO 200 DEL CÓDIGO TRIBUTARIO – ARTÍCULO 409 N° 1 DEL CÓDIGO DE PROCEDIMIENTO PENAL"
3048,31063-14,2015-09-22,Corte Suprema,Corte Suprema,"ARTÍCULO 768 N° 4 DEL CÓDIGO DE PROCEDIMIENTO CIVIL- ARTÍCULO 132 INCISO 14, Y 21 DEL CÓDIGO TRIBUTARIO Y DE LOS ARTÍCULOS 84 Y SIGUIENTES DE LA LEY SOBRE IMPUESTO A LA RENTA"
3052,GR-12-00006-2014,2015-09-25,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,ARTÍCULO 41 N°2 Y N°8 DE LA LEY SOBRE IMPUESTO A LA RENTA - ARTÍCULO 16 B DE LA LEY SEC
3053,246-2017,2017-12-14,Corte de Apelaciones,Corte de Apelaciones de Santiago,Contratos de promesa de compraventa de sepulturas perpetuas – Goodwill – Pago Provisional por Utilidades Absorbidas (PPUA) – Impuesto único – Artículos 21 inciso 3° y 29 inciso 3° 
3059,03-2012,2012-11-23,Corte de Apelaciones,Corte de Apelaciones de Valdivia,"Ley sobre Impuesto a la Renta – Artículos 2 N° 1 y 17 N° 4 – Código Tributario – Artículo 26 – Ley General de Cooperativas – Artículos 49, 51, 52 y 53"
3065,1342-2012,2013-04-08,Corte de Apelaciones,Corte de Apelaciones de Santiago,Ley Sobre Impuesto a la Renta – Artículo 18
3068,GR-11-00028-2015,2015-12-15,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,ARTÍCULO 17 N° 2 DEL DL 824 - ARTÍCULO 51 DE LA LEY GENERAL DE COOPERATIVAS
3070,31639-2013,2013-08-12,Corte de Apelaciones,Corte de Apelaciones de Santiago,Constitución Política de la República – Artículo 20
3079,282-2015,2016-01-11,Corte de Apelaciones,Corte de Apelaciones de Santiago,Necesariedad del gasto – Multas contractuales son gastos rechazados – Artículo 31 inciso primero de la Ley sobre Impuesto a la Renta
3080,43-2014,2015-06-08,Corte de Apelaciones,Corte de Apelaciones de San Miguel,LEY 19.880 – ARTÍCULO 9
3089,2112-2012,2012-11-19,Corte Suprema,Corte Suprema,Ley sobre Impuesto a las Ventas y Servicios – Artículo 3°
3090,DESCONOCIDO 4301,2015-08-26,Corte Suprema,Corte Suprema,ARTÍCULO ÚNICO DE LA LEY N° 18.320.
3096,22-2014,2014-10-03,Corte de Apelaciones,Corte de Apelaciones de Concepción,"ARTÍCULO 59 DEL CÓDIGO TRIBUTARIO- ARTÍCULO 17 Y 42LEY SOBRE IMPUESTO A LA RENTA -LEY N° 18320- DFL Nº 7, DEL MINISTERIO DE HACIENDA, DE 30 DE SEPTIEMBRE DE 1980-ARTÍCULO 46 DE LA "
3099,806-2013,2013-02-28,Corte Suprema,Corte Suprema,Constitución Política de la República – Artículos 19 y 20
3116,GR-08-00045-2014,2015-10-20,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,ARTÍCULO 33 BIS DE LA LEY SOBRE IMPUESTO A LA RENTA
3125,8151-2014,2015-04-20,Corte de Apelaciones,Corte de Apelaciones de Santiago,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 18 TER
3128,GR-01-00004-2015,2015-08-27,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Arica y Parinacota,"ARTÍCULO 10 BIS LETRA E), 27 DEL D.F.L Nº 341 DE 1977"
3129,9776-2014,2015-03-09,Corte de Apelaciones,Corte de Apelaciones de Santiago,LEY SOBRE IMPUESTO A LAS VENTAS Y SERVICIOS – ARTÍCULO 25
3130,3266-2015,2016-04-18,Corte Suprema,Corte Suprema,ARTÍCULO 4° DEL CÓDIGO DEL TRABAJO – ARTÍCULO 17 N° 13 Y 52 DE LA LEY SOBRE IMPUESTO A LA RENTA
3131,GR-08-00045-2011,2012-05-24,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Ley N° 19.880 sobre Bases de los Procedimientos Administrativos – Artículo 11 Ley N° 18.575 Orgánica Constitucional de Bases Generales de la Administración del Estado – Artículo 2°
3133,286-2016,2016-11-25,Corte de Apelaciones,Corte de Apelaciones de Santiago,Animo Malicioso – Derecho a Guardar Silencio – Artículo 97 Numero 4 del Código Tributario
3134,GR-11-00021-2012,2013-02-27,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,"Código Tributario – Artículo 26 – Ley General de Cooperativas – artículos 49, 51, 52 y 53 – Ley sobre Impuesto a la Renta – Artículo 2 N° 2 y 17 N° 4"
3135,74-2014,2014-08-13,Corte de Apelaciones,Corte de Apelaciones de Santiago,ANTIGUO ARTÍCULO 124 INCISO 3° DEL CÓDIGO TRIBUTARIO.
3142,GR-19-00043-2014,2016-02-02,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Libertador General Bernardo O`Higgins,ARTÍCULO 31 INCISO 1° E INCISO 3° N° 1 DE LA LEY SOBRE IMPUESTO A LA RENTA
3150,GR-06-000035-2012,2012-10-29,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,Ley N° 18.320 – Artículo único
3160,GR-12-00009-2015,2015-10-22,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,ARTÍCULO 52 Y SIGUIENTES DE LA LEY SOBRE IMPUESTO A LA RENTA
3163,24-2015,2015-05-19,Corte de Apelaciones,Corte de Apelaciones de Santiago,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 14
3165,12282-2014,2014-10-07,Corte Suprema,Corte Suprema,ARTÍCULOS 200 DEL CÓDIGO TRIBUTARIO Y 31 Y 97 DE LA LEY DE IMPUESTO A LA RENTA.
3170,6396-2011,2012-05-16,Corte Suprema,Corte Suprema,Código Tributario – Artículo 97 N° 4 inciso segundo – Código Penal – Artículo 25
3173,7181-2012,2013-06-13,Corte de Apelaciones,Corte de Apelaciones de Santiago,Ley sobre Impuesto a la Renta – Artículo 42 N° 2
3179,17675-2016,2017-03-08,Corte Suprema,Corte Suprema,Plazo razonable para ser juzgado – Artículo 5 de la Constitución Política de la República – Artículo 5 de la Convención Americana de Derechos Humanos
3180,19260-2015,2015-11-11,Corte Suprema,Corte Suprema,ARTÍCULO 124 DEL CÓDIGO TRIBUTARIO – LEY N° 17.235
3182,3969-2011,2013-01-25,Corte Suprema,Corte Suprema,Ley sobre Impuesto a la Renta – Artículo 42 N° 1
3184,GR-07-00006-2014,2016-01-23,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,ARTÍCULO 127 DEL CÓDIGO TRIBUTARIO
3186,12386-2011,2012-03-21,Corte Suprema,Corte Suprema,Ley N° 17.235 – Artículo 8 – Código de Procedimiento Civil – Artículo 772
3190,GR-18-00069-2013,2015-03-26,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,CÓDIGO TRIBUTARIO – ARTÍCULO 68 INCISO FINAL
3191,2797-2011,2012-10-10,Corte Suprema,Corte Suprema,Código Tributario – Artículo 200
3198,25650-2014,2015-10-19,Corte Suprema,Corte Suprema,ARTÍCULO 124 DEL CÓDIGO TRIBUTARIO Y ARTÍCULOS 19 Y 1448 DEL CÓDIGO CIVIL.
3200,10-2014,2014-12-04,Corte de Apelaciones,Corte de Apelaciones de Antofagasta,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 15
3203,GS-14-00233-2015,2016-01-26,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Valparaíso,"ARTÍCULO 97 N° 4 INCISO 2°, 98 Y 107 DEL CÓDIGO TRIBUTARIO"
3210,GR-15-00199-2014,2015-09-08,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,ARTÍCULO 200 DEL CÓDIGO TRIBUTARIO
3211,1648-2012,2012-04-25,Corte Suprema,Corte Suprema,Ley sobre Impuesto a la Renta – Artículo 70
3215,9082-2014,2014-11-19,Corte Suprema,Corte Suprema,DFL 341- ARTÍCULO 23
3217,2-2014,2014-08-04,Corte de Apelaciones,Corte de Apelaciones de Antofagasta,ARTÍCULO 70 DE LA LEY SOBRE IMPUESTO A LA RENTA
3219,32120-2014,2015-09-14,Corte Suprema,Corte Suprema,ARTÍCULO 31 INCISO 1° DE LA LEY SOBRE IMPUESTO A LA RENTA
3220,2359-2013,2013-11-18,Corte Suprema,Corte Suprema,ARTÍCULO 31 N° 5 Y 10 DEL DECRETO LEY N° 824 - ARTÍCULO 23 N°1 DEL DECRETO LEY N° 825 - ARTÍCULO 19 DEL CÓDIGO CIVIL
3228,4626-10,2012-09-06,Corte Suprema,Corte Suprema,Ley sobre Impuesto a las Ventas y Servicios - Artículo 23 Nº 5
3229,GR-08-00019-2012,2012-08-31,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 21 – Ley sobre Impuesto a la Renta – Artículos 70 y 71
3231,ES-08-00036-2012,2012-08-23,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 97 N° 16 – Ley sobre Impuesto a las Ventas y Servicios – Artículo 55
3232,17586-14,2015-07-27,Corte Suprema,Corte Suprema,"ARTÍCULOS 21, 26, 59 INCISO 1°, 68 INCISOS 1, 3 Y 4, 127 DEL CÓDIGO TRIBUTARIO- ARTÍCULOS 14 BIS INCISO 1° Y 10°, 20 N°3, 68 INCISO PRIMERO Y 41 N°1 DE LA LEY SOBRE IMPUESTO A LA R"
3234,GR-06-00034-2011,2012-08-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,Código Tributario – Artículo 21 – Ley sobre Impuesto a la Renta – Artículo 70
3247,8019-2009,2012-01-16,Corte Suprema,Corte Suprema,Código de Procedimiento Civil – Artículo 768 N° 5 – 170 N° 6
3248,GR-08-00070-2012,2013-04-22,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Ley sobre Impuesto a las Ventas y Servicios – Artículo 23 N° 5 – Código Tributario – Artículo 21
3252,907-2015,2015-04-08,Corte Suprema,Corte Suprema,ARTÍCULO 21 DEL CODIGO TRIBUTARIO
3253,GR-12-00017-2012,2013-03-20,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,Código Tributario – Artículos 26 y 132 – Ley N° 19.606 – Artículos 1° y 3° – Ley sobre Impuesto a la Renta – Artículo 33 bis
3255,1446-2015,2016-01-05,Corte Suprema,Corte Suprema,ARTÍCULOS 97 N° 4 Y 161 DEL CÓDIGO TRIBUTARIO – ARTICULO 23 N° 5 DE LA LEY SOBRE IMPUESTO A LAS VENTAS Y SERVICIOS
3260,VD-03-00018-2011,2012-01-10,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Antofagasta,"Constitución Política de la República – Artículo 19 N° 21 – Código Tributario – Artículos 97 N° 10, 155 y 165"
3272,GR-06-00049-2012,2013-06-13,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,Ley sobre Impuesto a la Renta – Artículos 21 y 54
3274,GR-12-00027-2012,2013-05-09,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,Código Tributario – Artículo 64 inciso 6°
3278,2439-2015,2015-05-13,Corte Suprema,Corte Suprema,CÓDIGO TRIBUTARIO – ARTÍCULO 155
3281,6612-2009,2012-01-10,Corte Suprema,Corte Suprema,Ley sobre Impuesto a las Ventas y Servicios – Artículo 12 letra d
3283,20-2015,2015-12-29,Corte de Apelaciones,Corte de Apelaciones de Puerto Montt,ARTÍCULO 38 INCISO SEGUNDO DE LA CONSTITUCIÓN POLÍTICA DE LA REPÚBLICA – ARTÍCULO 3° DEL CÓDIGO DE PROCEDIMIENTO CIVIL – ARTÍCULO 26 DEL CÓDIGO TRIBUTARIO
3285,1981-2015,2015-07-09,Corte de Apelaciones,Corte de Apelaciones de Santiago,CÓDIGO TRIBUTARIO – ARTÍCULO 94 N° 4 – LEY 16.271 – ARTÍCULO 64
3286,20-2012,2013-04-10,Corte de Apelaciones,Corte de Apelaciones de Puerto Montt,Código Tributario –Artículo 21
3291,15-2012,2012-11-19,Corte de Apelaciones,Corte de Apelaciones de Temuco,Ley sobre Impuesto a la Renta – Artículo 31 N° 3 – Código de Procedimiento Civil – Artículo 207
3300,GR-18-00029-2013,2015-12-18,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,"ARTÍCULOS 12 INCISO 2°, 53 INCISO 1° Y 200 DEL CÓDIGO TRIBUTARIO – ARTÍCULOS 17, 30, 31 INCISO 1° e INCISO 3° N° 3"
3305,10-2012,2012-09-07,Corte de Apelaciones,Corte de Apelaciones de Talca,Código Tributario – Artículo 132 inciso 15
3309,8-2015,2015-05-13,Corte de Apelaciones,Corte de Apelaciones de Santiago,LEY SOBRE IMPUESTO A LAS VENTAS Y SERVICIOS – ARTÍCULO 23 N° 5
3315,268-2017,2017-12-29,Corte de Apelaciones,Corte de Apelaciones de Santiago,Validez de notificación – Notificación por carta certificada – Artículo 11 Código Tributario
3317,2041-2011,2012-12-11,Tribunal Constitucional,Tribunal Constitucional,"Constitución Política – Artículos 5° y 19 N° 3 – Convención Americana de Derechos Humanos – Artículo 8° – Código Tributario – Artículos 6°, 115, 120, 125, 130, 132, 134, 135, 136, "
3318,303-2012,2012-03-21,Corte Suprema,Corte Suprema,"Ley sobre Impuesto a la Renta – Artículos 20 N° 3, 54, 70 y 71"
